movieId,title,genres,year,has_year,title_clean
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,1992,True,Man Bites Dog (C'est arrivé près de chez vous)
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,1992,True,"Mariachi, El"
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,1992,True,Stop! Or My Mom Will Shoot
3269,Forever Young (1992),Drama|Romance|Sci-Fi,1992,True,Forever Young
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,1992,True,"Cutting Edge, The"
3271,Of Mice and Men (1992),Drama,1992,True,Of Mice and Men
3272,Bad Lieutenant (1992),Crime|Drama,1992,True,Bad Lieutenant
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2000,True,Scream 3
3274,Single White Female (1992),Drama|Thriller,1992,True,Single White Female
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,2000,True,"Boondock Saints, The"
3276,Gun Shy (2000),Comedy,2000,True,Gun Shy
3280,"Baby, The (1973)",Horror,1973,True,"Baby, The"
3281,"Brandon Teena Story, The (1998)",Documentary,1998,True,"Brandon Teena Story, The"
3283,Minnie and Moskowitz (1971),Action,1971,True,Minnie and Moskowitz
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,1971,True,They Might Be Giants
3285,"Beach, The (2000)",Adventure|Drama,2000,True,"Beach, The"
3286,Snow Day (2000),Comedy,2000,True,Snow Day
3287,"Tigger Movie, The (2000)",Animation|Children,2000,True,"Tigger Movie, The"
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,1999,True,Not One Less (Yi ge dou bu neng shao)
3294,Eaten Alive (1977),Horror,1977,True,Eaten Alive
3295,Raining Stones (1993),Drama,1993,True,Raining Stones
3296,To Sir with Love (1967),Drama,1967,True,To Sir with Love
3298,Boiler Room (2000),Crime|Drama|Thriller,2000,True,Boiler Room
3299,Hanging Up (2000),Comedy|Drama,2000,True,Hanging Up
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,2000,True,Pitch Black
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,2000,True,"Whole Nine Yards, The"
3302,Beautiful People (1999),Comedy,1999,True,Beautiful People
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,2000,True,Black Tar Heroin: The Dark End of the Street
3306,"Circus, The (1928)",Comedy,1928,True,"Circus, The"
3307,City Lights (1931),Comedy|Drama|Romance,1931,True,City Lights
3308,"Flamingo Kid, The (1984)",Comedy|Drama,1984,True,"Flamingo Kid, The"
3310,"Kid, The (1921)",Comedy|Drama,1921,True,"Kid, The"
3313,Class Reunion (1982),Comedy,1982,True,Class Reunion
3315,Happy Go Lovely (1951),Musical,1951,True,Happy Go Lovely
3316,Reindeer Games (2000),Action|Thriller,2000,True,Reindeer Games
3317,Wonder Boys (2000),Comedy|Drama,2000,True,Wonder Boys
3323,Chain of Fools (2000),Comedy|Crime,2000,True,Chain of Fools
3324,Drowning Mona (2000),Comedy,2000,True,Drowning Mona
3325,"Next Best Thing, The (2000)",Comedy|Drama,2000,True,"Next Best Thing, The"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,2000,True,What Planet Are You From?
3327,Beyond the Mat (1999),Documentary,1999,True,Beyond the Mat
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,1999,True,Ghost Dog: The Way of the Samurai
3329,The Year My Voice Broke (1987),Drama|Romance,1987,True,The Year My Voice Broke
3330,Splendor in the Grass (1961),Drama|Romance,1961,True,Splendor in the Grass
3331,My Tutor (1983),Drama,1983,True,My Tutor
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1948,True,Key Largo
3338,For All Mankind (1989),Documentary,1989,True,For All Mankind
3341,Born Yesterday (1950),Comedy,1950,True,Born Yesterday
3342,Birdy (1984),Drama|War,1984,True,Birdy
3344,Blood Feast (1963),Horror,1963,True,Blood Feast
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,1967,True,"Charlie, the Lonesome Cougar"
3347,Never Cry Wolf (1983),Adventure|Drama,1983,True,Never Cry Wolf
3350,"Raisin in the Sun, A (1961)",Drama,1961,True,"Raisin in the Sun, A"
3353,"Closer You Get, The (2000)",Comedy|Romance,2000,True,"Closer You Get, The"
3354,Mission to Mars (2000),Sci-Fi,2000,True,Mission to Mars
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,1999,True,"Ninth Gate, The"
3357,East-West (Est-ouest) (1999),Drama|Romance,1999,True,East-West (Est-ouest)
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,1991,True,Defending Your Life
3359,Breaking Away (1979),Comedy|Drama,1979,True,Breaking Away
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,1986,True,Hoosiers (a.k.a. Best Shot)
3361,Bull Durham (1988),Comedy|Drama|Romance,1988,True,Bull Durham
3362,Dog Day Afternoon (1975),Crime|Drama,1975,True,Dog Day Afternoon
3363,American Graffiti (1973),Comedy|Drama,1973,True,American Graffiti
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,1950,True,"Asphalt Jungle, The"
3365,"Searchers, The (1956)",Drama|Western,1956,True,"Searchers, The"
3368,"Big Country, The (1958)",Romance|Western,1958,True,"Big Country, The"
3370,Betrayed (1988),Drama|Thriller,1988,True,Betrayed
3372,"Bridge at Remagen, The (1969)",Action|War,1969,True,"Bridge at Remagen, The"
3374,Daughters of the Dust (1991),Drama,1991,True,Daughters of the Dust
3378,"Ogre, The (Unhold, Der) (1996)",Drama,1996,True,"Ogre, The (Unhold, Der)"
3379,On the Beach (1959),Drama,1959,True,On the Beach
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,1974,True,"Taking of Pelham One Two Three, The"
3385,Volunteers (1985),Comedy,1985,True,Volunteers
3386,JFK (1991),Drama|Mystery|Thriller,1991,True,JFK
3387,Who's Harry Crumb? (1989),Comedy|Mystery,1989,True,Who's Harry Crumb?
3388,Harry and the Hendersons (1987),Children|Comedy,1987,True,Harry and the Hendersons
3389,Let's Get Harry (1986),Action|Adventure,1986,True,Let's Get Harry
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,1986,True,Shanghai Surprise
3391,Who's That Girl? (1987),Comedy,1987,True,Who's That Girl?
3392,She-Devil (1989),Comedy,1989,True,She-Devil
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,1987,True,Date with an Angel
3394,Blind Date (1987),Comedy|Romance,1987,True,Blind Date
3395,Nadine (1987),Comedy,1987,True,Nadine
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,1979,True,"Muppet Movie, The"
3397,"Great Muppet Caper, The (1981)",Children|Comedy,1981,True,"Great Muppet Caper, The"
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,1984,True,"Muppets Take Manhattan, The"
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,1993,True,We're Back! A Dinosaur's Story
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,1985,True,Baby... Secret of the Lost Legend
3402,Turtle Diary (1985),Comedy|Drama|Romance,1985,True,Turtle Diary
3403,Raise the Titanic (1980),Drama|Thriller,1980,True,Raise the Titanic
3404,Titanic (1953),Action|Drama,1953,True,Titanic
3405,"Night to Remember, A (1958)",Action|Drama,1958,True,"Night to Remember, A"
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,1951,True,Captain Horatio Hornblower R.N.
3408,Erin Brockovich (2000),Drama,2000,True,Erin Brockovich
3409,Final Destination (2000),Drama|Thriller,2000,True,Final Destination
3410,Soft Fruit (1999),Comedy|Drama,1999,True,Soft Fruit
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,1988,True,"Bear, The (Ours, L')"
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,1955,True,Love Is a Many-Splendored Thing
3415,"Mirror, The (Zerkalo) (1975)",Drama,1975,True,"Mirror, The (Zerkalo)"
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,1952,True,"Crimson Pirate, The"
3418,Thelma & Louise (1991),Adventure|Crime|Drama,1991,True,Thelma & Louise
3420,...And Justice for All (1979),Drama|Thriller,1979,True,...And Justice for All
3421,Animal House (1978),Comedy,1978,True,Animal House
3422,She's Gotta Have It (1986),Comedy|Romance,1986,True,She's Gotta Have It
3423,School Daze (1988),Drama,1988,True,School Daze
3424,Do the Right Thing (1989),Drama,1989,True,Do the Right Thing
3425,Mo' Better Blues (1990),Drama|Musical,1990,True,Mo' Better Blues
3426,Jungle Fever (1991),Drama|Romance,1991,True,Jungle Fever
3428,"Champ, The (1979)",Drama,1979,True,"Champ, The"
3429,Creature Comforts (1989),Animation|Comedy,1989,True,Creature Comforts
3430,Death Wish (1974),Action|Crime|Drama,1974,True,Death Wish
3431,Death Wish 2 (1982),Action|Drama,1982,True,Death Wish 2
3432,Death Wish 3 (1985),Action|Drama,1985,True,Death Wish 3
3433,Death Wish 4: The Crackdown (1987),Action|Drama,1987,True,Death Wish 4: The Crackdown
3434,Death Wish 5: The Face of Death (1994),Action|Drama,1994,True,Death Wish 5: The Face of Death
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,1944,True,Double Indemnity
3436,Dying Young (1991),Drama|Romance,1991,True,Dying Young
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,1990,True,Teenage Mutant Ninja Turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,1991,True,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,1993,True,Teenage Mutant Ninja Turtles III
3441,Red Dawn (1984),Action|Drama|War,1984,True,Red Dawn
3442,Band of the Hand (1986),Action|Crime|Drama,1986,True,Band of the Hand
3444,Bloodsport (1988),Action,1988,True,Bloodsport
3445,Eyes of Laura Mars (1978),Mystery|Thriller,1978,True,Eyes of Laura Mars
3446,Funny Bones (1995),Comedy|Drama,1995,True,Funny Bones
3447,"Good Earth, The (1937)",Drama,1937,True,"Good Earth, The"
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,1987,True,"Good Morning, Vietnam"
3449,"Good Mother, The (1988)",Drama,1988,True,"Good Mother, The"
3450,Grumpy Old Men (1993),Comedy,1993,True,Grumpy Old Men
3451,Guess Who's Coming to Dinner (1967),Drama,1967,True,Guess Who's Coming to Dinner
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,2000,True,Romeo Must Die
3453,Here on Earth (2000),Drama|Romance,2000,True,Here on Earth
3454,Whatever It Takes (2000),Comedy|Romance,2000,True,Whatever It Takes
3455,Buddy Boy (1999),Drama|Thriller,1999,True,Buddy Boy
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,1999,True,"Color of Paradise, The (Rang-e khoda)"
3459,Gothic (1986),Drama|Horror,1986,True,Gothic
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,1963,True,Lord of the Flies
3462,Modern Times (1936),Comedy|Drama|Romance,1936,True,Modern Times
3466,Heart and Souls (1993),Comedy|Fantasy,1993,True,Heart and Souls
3467,Hud (1963),Drama|Western,1963,True,Hud
3468,"Hustler, The (1961)",Drama,1961,True,"Hustler, The"
3469,Inherit the Wind (1960),Drama,1960,True,Inherit the Wind
3470,Dersu Uzala (1975),Adventure|Drama,1975,True,Dersu Uzala
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,1977,True,Close Encounters of the Third Kind
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,1976,True,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000)
3474,Retroactive (1997),Sci-Fi|Thriller,1997,True,Retroactive
3475,"Place in the Sun, A (1951)",Drama|Romance,1951,True,"Place in the Sun, A"
3476,Jacob's Ladder (1990),Horror|Mystery,1990,True,Jacob's Ladder
3477,Empire Records (1995),Comedy|Drama,1995,True,Empire Records
3478,"Bamba, La (1987)",Drama,1987,True,"Bamba, La"
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,1985,True,Ladyhawke
3480,Lucas (1986),Drama|Romance,1986,True,Lucas
3481,High Fidelity (2000),Comedy|Drama|Romance,2000,True,High Fidelity
3483,"Road to El Dorado, The (2000)",Animation|Children,2000,True,"Road to El Dorado, The"
3484,"Skulls, The (2000)",Thriller,2000,True,"Skulls, The"
3489,Hook (1991),Adventure|Comedy|Fantasy,1991,True,Hook
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,1926,True,"Son of the Sheik, The"
3494,True Grit (1969),Adventure|Drama|Western,1969,True,True Grit
3496,Madame Sousatzka (1988),Drama,1988,True,Madame Sousatzka
3497,Max Dugan Returns (1983),Comedy,1983,True,Max Dugan Returns
3498,Midnight Express (1978),Drama,1978,True,Midnight Express
3499,Misery (1990),Drama|Horror|Thriller,1990,True,Misery
3500,Mr. Saturday Night (1992),Comedy|Drama,1992,True,Mr. Saturday Night
3501,Murphy's Romance (1985),Comedy|Romance,1985,True,Murphy's Romance
3502,My Life (1993),Drama,1993,True,My Life
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,1972,True,Solaris (Solyaris)
3504,Network (1976),Comedy|Drama,1976,True,Network
3505,No Way Out (1987),Drama|Mystery|Thriller,1987,True,No Way Out
3506,North Dallas Forty (1979),Comedy|Drama,1979,True,North Dallas Forty
3507,"Odd Couple, The (1968)",Comedy,1968,True,"Odd Couple, The"
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,1976,True,"Outlaw Josey Wales, The"
3510,Frequency (2000),Drama|Thriller,2000,True,Frequency
3511,Ready to Rumble (2000),Comedy,2000,True,Ready to Rumble
3512,Return to Me (2000),Drama|Romance,2000,True,Return to Me
3513,Rules of Engagement (2000),Drama|Thriller,2000,True,Rules of Engagement
3514,Joe Gould's Secret (2000),Drama,2000,True,Joe Gould's Secret
3515,Me Myself I (2000),Comedy|Romance,2000,True,Me Myself I
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,1958,True,"Bell, Book and Candle"
3519,Force 10 from Navarone (1978),Action|Drama|War,1978,True,Force 10 from Navarone
3521,Mystery Train (1989),Comedy|Drama,1989,True,Mystery Train
3524,Arthur (1981),Comedy|Romance,1981,True,Arthur
3525,Bachelor Party (1984),Comedy,1984,True,Bachelor Party
3526,Parenthood (1989),Comedy|Drama,1989,True,Parenthood
3527,Predator (1987),Action|Sci-Fi|Thriller,1987,True,Predator
3528,"Prince of Tides, The (1991)",Drama|Romance,1991,True,"Prince of Tides, The"
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,1981,True,"Postman Always Rings Twice, The"
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,1990,True,All the Vermeers in New York
3534,28 Days (2000),Drama,2000,True,28 Days
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,2000,True,American Psycho
3536,Keeping the Faith (2000),Comedy|Drama|Romance,2000,True,Keeping the Faith
3537,Where the Money Is (2000),Comedy|Drama,2000,True,Where the Money Is
3538,East is East (1999),Comedy,1999,True,East is East
3539,"Filth and the Fury, The (2000)",Documentary,2000,True,"Filth and the Fury, The"
3543,Diner (1982),Comedy|Drama,1982,True,Diner
3544,Shakes the Clown (1992),Comedy,1992,True,Shakes the Clown
3545,Cabaret (1972),Drama|Musical,1972,True,Cabaret
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,1962,True,What Ever Happened to Baby Jane?
3548,Auntie Mame (1958),Comedy|Drama,1958,True,Auntie Mame
3549,Guys and Dolls (1955),Comedy|Musical|Romance,1955,True,Guys and Dolls
3550,The Hunger (1983),Horror,1983,True,The Hunger
3551,Marathon Man (1976),Crime|Drama|Thriller,1976,True,Marathon Man
3552,Caddyshack (1980),Comedy,1980,True,Caddyshack
3553,Gossip (2000),Drama|Thriller,2000,True,Gossip
3554,Love and Basketball (2000),Drama|Romance,2000,True,Love and Basketball
3555,U-571 (2000),Action|Thriller|War,2000,True,U-571
3556,"Virgin Suicides, The (1999)",Drama|Romance,1999,True,"Virgin Suicides, The"
3557,Jennifer 8 (1992),Mystery|Thriller,1992,True,Jennifer 8
3559,Limelight (1952),Comedy|Drama|Romance,1952,True,Limelight
3563,"Crow: Salvation, The (2000)",Action|Horror,2000,True,"Crow: Salvation, The"
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,2000,True,"Flintstones in Viva Rock Vegas, The"
3565,Where the Heart Is (2000),Comedy|Drama,2000,True,Where the Heart Is
3566,"Big Kahuna, The (2000)",Comedy|Drama,2000,True,"Big Kahuna, The"
3567,Bossa Nova (2000),Comedy|Drama|Romance,2000,True,Bossa Nova
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,1999,True,Smiling Fish and Goat on Fire
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,1998,True,"Idiots, The (Idioterne)"
3571,Time Code (2000),Comedy|Drama,2000,True,Time Code
3572,Carnosaur (1993),Horror|Sci-Fi,1993,True,Carnosaur
3573,Carnosaur 2 (1995),Horror|Sci-Fi,1995,True,Carnosaur 2
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,1996,True,Carnosaur 3: Primal Species
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,1987,True,"Hidden, The"
3577,Two Moon Junction (1988),Drama|Romance,1988,True,Two Moon Junction
3578,Gladiator (2000),Action|Adventure|Drama,2000,True,Gladiator
3580,Up at the Villa (2000),Drama,2000,True,Up at the Villa
3581,Human Traffic (1999),Comedy,1999,True,Human Traffic
3584,Breathless (1983),Action|Drama|Romance|Thriller,1983,True,Breathless
3586,The Idolmaker (1980),Drama|Romance,1980,True,The Idolmaker
3587,Inferno (1980),Horror,1980,True,Inferno
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,1974,True,"Lords of Flatbush, The"
3591,Mr. Mom (1983),Comedy|Drama,1983,True,Mr. Mom
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,1982,True,"Time Masters (Maîtres du temps, Les)"
3593,Battlefield Earth (2000),Action|Sci-Fi,2000,True,Battlefield Earth
3594,Center Stage (2000),Drama|Musical,2000,True,Center Stage
3596,Screwed (2000),Comedy,2000,True,Screwed
3597,Whipped (2000),Comedy,2000,True,Whipped
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,2000,True,Hamlet
3599,Anchors Aweigh (1945),Comedy|Musical,1945,True,Anchors Aweigh
3604,Gypsy (1962),Musical,1962,True,Gypsy
3606,On the Town (1949),Comedy|Musical|Romance,1949,True,On the Town
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,1985,True,Pee-wee's Big Adventure
3609,Regret to Inform (1998),Documentary,1998,True,Regret to Inform
3614,Honeymoon in Vegas (1992),Comedy|Romance,1992,True,Honeymoon in Vegas
3615,Dinosaur (2000),Adventure|Animation|Children,2000,True,Dinosaur
3616,Loser (2000),Comedy|Romance,2000,True,Loser
3617,Road Trip (2000),Comedy,2000,True,Road Trip
3618,Small Time Crooks (2000),Comedy|Crime,2000,True,Small Time Crooks
3619,"Hollywood Knights, The (1980)",Comedy,1980,True,"Hollywood Knights, The"
3622,"Twelve Chairs, The (1970)",Comedy,1970,True,"Twelve Chairs, The"
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,2000,True,Mission: Impossible II
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,2000,True,Shanghai Noon
3625,Better Living Through Circuitry (1999),Documentary,1999,True,Better Living Through Circuitry
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,1999,True,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women)
3627,Carnival of Souls (1962),Horror|Thriller,1962,True,Carnival of Souls
3628,Flying Tigers (1942),Action|Drama|Romance|War,1942,True,Flying Tigers
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,1925,True,"Gold Rush, The"
3632,Monsieur Verdoux (1947),Comedy|Crime,1947,True,Monsieur Verdoux
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,1969,True,On Her Majesty's Secret Service
3634,Seven Days in May (1964),Thriller,1964,True,Seven Days in May
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,1977,True,"Spy Who Loved Me, The"
3637,Vagabond (Sans toit ni loi) (1985),Drama,1985,True,Vagabond (Sans toit ni loi)
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,1979,True,Moonraker
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,1974,True,"Man with the Golden Gun, The"
3640,"King in New York, A (1957)",Comedy|Drama,1957,True,"King in New York, A"
3641,"Woman of Paris, A (1923)",Drama,1923,True,"Woman of Paris, A"
3643,"Fighting Seabees, The (1944)",Action|Drama|War,1944,True,"Fighting Seabees, The"
3646,Big Momma's House (2000),Comedy,2000,True,Big Momma's House
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,1957,True,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)"
3649,American Gigolo (1980),Drama,1980,True,American Gigolo
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,1980,True,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
3653,"Endless Summer, The (1966)",Documentary,1966,True,"Endless Summer, The"
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,1961,True,"Guns of Navarone, The"
3655,Blow-Out (La grande bouffe) (1973),Drama,1973,True,Blow-Out (La grande bouffe)
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,1967,True,Quatermass and the Pit
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,1989,True,Puppet Master
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,1991,True,Puppet Master II
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,1991,True,Puppet Master III: Toulon's Revenge
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,1993,True,Puppet Master 4
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,1994,True,Puppet Master 5: The Final Chapter
3667,Rent-A-Cop (1988),Action|Comedy|Crime,1988,True,Rent-A-Cop
3668,Romeo and Juliet (1968),Drama|Romance,1968,True,Romeo and Juliet
3669,Stay Tuned (1992),Comedy,1992,True,Stay Tuned
3671,Blazing Saddles (1974),Comedy|Western,1974,True,Blazing Saddles
3672,Benji (1974),Adventure|Children,1974,True,Benji
3673,Benji the Hunted (1987),Adventure|Children,1987,True,Benji the Hunted
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,1977,True,For the Love of Benji
3675,White Christmas (1954),Comedy|Musical|Romance,1954,True,White Christmas
3676,Eraserhead (1977),Drama|Horror,1977,True,Eraserhead
3677,Baraka (1992),Documentary,1992,True,Baraka
3678,"Man with the Golden Arm, The (1955)",Drama,1955,True,"Man with the Golden Arm, The"
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,1981,True,"Decline of Western Civilization, The"
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,1988,True,"Decline of Western Civilization Part II: The Metal Years, The"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,1965,True,For a Few Dollars More (Per qualche dollaro in più)
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,1973,True,Magnum Force
3683,Blood Simple (1984),Crime|Drama|Film-Noir,1984,True,Blood Simple
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,1989,True,"Fabulous Baker Boys, The"
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,1985,True,Prizzi's Honor
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,1990,True,Flatliners
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,1988,True,Light Years (Gandahar)
3688,Porky's (1982),Comedy,1982,True,Porky's
3689,Porky's II: The Next Day (1983),Comedy,1983,True,Porky's II: The Next Day
3690,Porky's Revenge (1985),Comedy,1985,True,Porky's Revenge
3691,Private School (1983),Comedy,1983,True,Private School
3692,Class of Nuke 'Em High (1986),Comedy|Horror,1986,True,Class of Nuke 'Em High
3693,"Toxic Avenger, The (1985)",Comedy|Horror,1985,True,"Toxic Avenger, The"
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,1989,True,"Toxic Avenger, Part II, The"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,1989,True,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,1986,True,Night of the Creeps
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,1990,True,Predator 2
3698,"Running Man, The (1987)",Action|Sci-Fi,1987,True,"Running Man, The"
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,1984,True,Starman
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,1984,True,"Brother from Another Planet, The"
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,1988,True,Alien Nation
3702,Mad Max (1979),Action|Adventure|Sci-Fi,1979,True,Mad Max
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,1981,True,"Road Warrior, The (Mad Max 2)"
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,1985,True,Mad Max Beyond Thunderdome
3705,Bird on a Wire (1990),Action|Comedy|Romance,1990,True,Bird on a Wire
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,1987,True,Angel Heart
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,1986,True,9 1/2 Weeks (Nine 1/2 Weeks)
3708,Firestarter (1984),Horror|Thriller,1984,True,Firestarter
3709,Sleepwalkers (1992),Horror,1992,True,Sleepwalkers
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,1988,True,Action Jackson
3711,Sarafina! (1992),Drama,1992,True,Sarafina!
3712,Soapdish (1991),Comedy,1991,True,Soapdish
3713,"Long Walk Home, The (1990)",Drama,1990,True,"Long Walk Home, The"
3714,Clara's Heart (1988),Drama,1988,True,Clara's Heart
3715,Burglar (1987),Comedy|Crime,1987,True,Burglar
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,1987,True,Fatal Beauty
3717,Gone in 60 Seconds (2000),Action|Crime,2000,True,Gone in 60 Seconds
3719,Love's Labour's Lost (2000),Comedy|Romance,2000,True,Love's Labour's Lost
3720,Sunshine (1999),Drama,1999,True,Sunshine
3723,Hamlet (1990),Drama,1990,True,Hamlet
3724,Coming Home (1978),Drama|War,1978,True,Coming Home
3725,American Pop (1981),Animation|Musical,1981,True,American Pop
3726,Assault on Precinct 13 (1976),Action|Thriller,1976,True,Assault on Precinct 13
3727,Near Dark (1987),Horror|Western,1987,True,Near Dark
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,1992,True,One False Move
3729,Shaft (1971),Action|Crime|Drama|Thriller,1971,True,Shaft
3730,"Conversation, The (1974)",Drama|Mystery,1974,True,"Conversation, The"
3731,Cutter's Way (1981),Drama|Thriller,1981,True,Cutter's Way
3732,"Fury, The (1978)",Horror,1978,True,"Fury, The"
3733,"Paper Chase, The (1973)",Drama,1973,True,"Paper Chase, The"
3735,Serpico (1973),Crime|Drama,1973,True,Serpico
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,1951,True,"Ace in the Hole (Big Carnival, The)"
