movieId,title_clean,phash
2460,"Texas Chainsaw Massacre 2, The",fbfaf1509013423fcf320ff28cc16c8fe4cc966c3e603a66d3401fd2b613319d
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),c58541b2f0cb30ec9a64a6394698e398b3c758e7ccf31e392b9cb60e0e36f4c7
2463,Ruthless People,bfdd8b934820f0381e77b6cc03bb2b46f528c68162cd1476fa3a2da5be5a922c
2465,Deadly Friend,911280bf4efcc640f443b3b03b9cf82bd86b5a9c1eb4d64347c35754f15960eb
2467,"Name of the Rose, The (Name der Rose, Der)",91d3b4332c2e638c73f9c84f6a079a7095b635873ce8463cd8e969e2d31c1b17
2468,Jumpin' Jack Flash,b6c8b34c53368f334c33b0cf13cccd0c6cbdb0d33353cd3e903532c2cb0fc43d
2469,Peggy Sue Got Married,ab4734fdb8a04b5d409277393fe452dada724907e2894c7e4f0f2352be3448e6
2470,Crocodile Dundee,c15aba9d0d624cb5598957f2b22da709bd720d76580b45d292bca34dd206ddf6
2471,Crocodile Dundee II,e5a6e3345a6bd8c76669da3159d6898628e9ded90c9acc655b8ec9892ce4dcc0
2472,Tough Guys,e470f8f91bcf8f6ef83c12932d0ae3c45270cc79bac63086c7637af19934c119
2473,Soul Man,fbbe4ebbce2b934c299124b3b446e8d4c9913b49866ebd34b19896c9d21487d4
2474,"Color of Money, The",8c518d367b3ee2c96686583e278925cd91733728b60c52c7bccdad774b104bdc
2475,52 Pick-Up,9513994f79ce7cb56e57265792b47229a45ba1c4697494ea56aa4e2d89c85b94
2476,Heartbreak Ridge,bd79b083c2864e5a6c1db12931f21a7aca0de586a9564b3c37ae9a8e9c5f64b4
2477,Firewalker,ba78fbeac045199ba59793c6596ca6593a798d3646cbc0cc499694fd8d6506c2
2478,¡Three Amigos!,f8d4cf69f732807e0ccf23b562089e82d07687b96b817457d71e2764c9a1985b
2481,My Name Is Joe,944c99734a766cae63b13e9034ceb7492790c9ccd0397376ca4eccbb0da16e93
2482,Still Crazy,a8ba9761b37f1980f474aa08d97d8605c28a2ab229f87d2f7755f19785c2847d
2483,"Day of the Beast, The (Día de la Bestia, El)",d612fffbc9aec0132fdbc9260db12504e40a09b9600c4e69ff34f7603fe983d8
2485,She's All That,83bbd731918e38542e238f671a44b479a541a55bfc1fe5aac5aae5a4c3e0da19
2488,Peeping Tom,a32455da080b92e5fc5afe330aadb5005be8a5cde05b7d002ee9c17734befb05
2490,Payback,94402f56eba17a2245aac54a6e52d2b53a6f15fa299b3d3b6dc758da94d63412
2491,Simply Irresistible,fe06360315a1810de5eb5e6ada3b49e1ac2dc25f5ac6b91a0d46b97a465cbb4c
2492,20 Dates,bf91c46ee3f83c07433f97c09c7fe38018e78e78038f19f1e010ccce1f8131bd
2493,"Harmonists, The",8ce68001b31cb33e4cf3cef25b8471c8bc3e320d279f441fc0e94336dbf4dd31
2494,"Last Days, The",d053dcd1ae2b8f0e0b0c15097bf45cf214f38b4d2f0eb7ae6bad699294911f41
2495,"Fantastic Planet, The (Planète sauvage, La)",b6d140bceaaa365ffd874b221a4d2c858b735c244a3e32d9c56f63b8b08fc368
2496,Blast from the Past,c144bf7c16a51687ef98c8583c30fc6384e7678261c793ad7a2a7b5e6f30c0b4
2497,Message in a Bottle,d017bcf860fc1f00618f307a90cba7a54f20f782b0b513e94e7ecc7c7083bb8f
2498,My Favorite Martian,811555db1eaa1e45ee81312a617669d8e888b47796a397bc6ee0e9914dd5da87
2500,Jawbreaker,9e685270d13e7a418f332d8dbdd95c58d22c4aec2c6791f23d88c76bc3b34855
2501,October Sky,86e496ed75912933a973684a59ed91ad95934e5b9a46927c4670cf5a8b4ec1cc
2502,Office Space,e693e6729b6ece19cc9219e6b2491baf649233999a6da4c84f3e94663269c472
2503,"Apple, The (Sib)",fc9b827455ea0b8399fce7a26b993d4ec4e64f91250ed22993564990bda474d1
2504,200 Cigarettes,fafa4aeae880e484956d1f7d8170885324df368d5f84e1b22afa6d52d70f4b05
2505,8MM,905d9f0fc3b27582e4cc4cc97a3c68a074b2b2f1653963576ae5ceae17d68584
2506,"Other Sister, The",e66ac8f690712d99cba6d2e83d9d2379d85bde26a14c305f9e945bc9984ae604
2511,"Long Goodbye, The",faea1cdcb595678be446c8b5d0b9e6238f3983dd13933b33c8645a10c312c74e
2512,"Ballad of Narayama, The (Narayama bushiko)",b3188ce789197633a5c64e989a66dab8a1fb9f22d66c91f1fb83863db8c91421
2513,Pet Sematary,d9cf970a47992be47bde10a650701c1ab2673dc51b770ed561df4c0ec7d88708
2514,Pet Sematary II,de6590e94216e9dcf80d16e27aab23c60b6c5f962f8d19663c74b41ac7f4d601
2515,Children of the Corn II: The Final Sacrifice,8e51885628d425049310837aafa16da33dacd72d762d59af4da7cdd5786d7345
2516,Children of the Corn III,9c96b36e626bce4b9db49cf826d2e4143969b3994cac99e43318c4979b1b166a
2517,Christine,ff6412541114a121224b5a7d7ced578679e828bf0a9fba6d71fc5dd2e60435a1
2518,Night Shift,9b394f207cc6f09f87d827c773d924d6c7229919cb2dcb3030996fa7711c805b
2520,Airport,eeeac7408c5f34ffb9151fa3c720c801d8173abdd1adc9b0d16416daa45826fa
2521,Airport 1975,afef2fff9651d692c9823b24336dcf69cc9b7892b00016aacc4585d972bad006
2522,Airport '77,c00e01afb5406e1ecb95d2d11eca3eb47418859d8de7c90af15712ff2e722fc5
2523,Rollercoaster,c25017b33e4de82c31fbd0c46687b79dfa0c4b781b06aca567b31644ca7acb33
2524,"Towering Inferno, The",9d014cfe72d6bd212177e212ed011bef621afa1cdc49c64a1b31385d36ce7cb2
2525,Alligator,956a3ef46a95d07f7ad08da2944e7a5521a8e40b3e95916d69c3678d95bec250
2526,Meteor,83513816467599df27b0302d3ad73e3a47eb1fad6ea73a0c8b3270d1970ce1aa
2527,Westworld,af05115670f8ee8a2326af40741f3eeb6b227aab9ec18d0fac07612afbcdbc40
2528,Logan's Run,eaeac260c4042f5981d77097b60795a389fba5553f91945169e79c586c1e79b3
2529,Planet of the Apes,b20efa0c664dc4ecc0f339e13bb0816266844b910d9bdb974a8f43f735a3be1d
2530,Beneath the Planet of the Apes,b500db23a2fd49e043ca4dfe7e4dc416d0e007db2fb57d039c0e96fd4ec54590
2531,Battle for the Planet of the Apes,b41df2383638c49dc7b30fc21ba6ed177c929e3c423bc9bb841d34094d5599da
2532,Conquest of the Planet of the Apes,b449524b15e38da087846f243a2de814088f4adb19fa4b7380f6377fbe98b76d
2533,Escape from the Planet of the Apes,b407f82c6e5c85d8492f33f359b7d8a366c02e00175dd983c98ff6456a8e943e
2534,Avalanche,8a1fd5630ed4162e6dc33e55f4bc13731c3cc2a732700d33e5d231e1f63b18c3
2535,Earthquake,c5021277c94227811bb72ce74360b797ac47c4d3e7a43b1ed4c9f66ccd5a5f20
2537,Beyond the Poseidon Adventure,d05b601d4ba44f80357c92683e1d950b3f80d816e87a7a7fb44b3fa19d0f1fe1
2538,Dancemaker,84375401eb5cc3f67e833d58a8347a83974b663ed4920ccbbbc5c8d5abf27c10
2539,Analyze This,c4398f0bd906cbb5685bd4e9c46d265ac6905995a51b8d4b5badd39a2e56c2a5
2540,"Corruptor, The",c58431b64a5b7e7938e5c3c63496c79c3c28d2e12ef76a5edb188c383129a74e
2541,Cruel Intentions,e7ff2d2f0fc1dad0f10250abce8c8f54c181649cac35f623b41a83d9e5cf6486
2542,"Lock, Stock & Two Smoking Barrels",efea5bfa9019c4dfa0591a148b06f8a1ce35ef45a1c3ec728376b152857e906c
2544,"School of Flesh, The (École de la chair, L')",9d0130fd4bb66f8c20769a5b59ba97c898772a3562e37a2831c6b5313cd9c467
2546,"Deep End of the Ocean, The",88d2bfd4e6296579b4041e8f9ad2ef92011bbb69c476f496386ec52c979a3a50
2548,"Rage: Carrie 2, The",e9e0e95a43fad6e0760564b361879e69c5ea39c48715d2861e474993d99cc739
2549,Wing Commander,906550ef2f2c2f0278d094f960e72c5d727aa1c09f3b96368d8fd6dd0b746b11
2550,"Haunting, The",c5b2bfa7bb3dc5fa4fcb737f7219f981a476d4207128cc426889a498a4326383
2551,Dead Ringers,88187911451387153668997a7a9e696647ee76fe8d781fe87b88a9971585f468
2552,My Boyfriend's Back,c0c7c3f87b00adcfa707033ef0f9a8cf3be5934b5cb8e806823c8e6331fbf080
2553,Village of the Damned,e0019dee79e0d1310d4443dd3cd0dc779410dc7f3d044bec5e0b9e8b25b74fa6
2554,Children of the Damned,eabbebb5c101dc669412101f9065956cb0c497abd56287d9c6921f7b8c597eb2
2555,Baby Geniuses,ad42f0f4c28f0d3094a8d2dc9f0fcf2d0ed03cc3f1adc3f0e4bbcc96348d3169
2557,I Stand Alone (Seul contre tous),bce9ac7e12139619cca441e6cbba4b38e9c04ec69339b33b0c6ed8fae3107366
2558,Forces of Nature,963f73aab3ce61474f71e518859e0db62c82713362148a6cd4ee31d1bd07d32e
2559,"King and I, The",8651c5561f663b3979ab24e26ee84edc3b041931f33173aace85c59479559663
2560,Ravenous,81c6cfc9621929e669e4761b5e6581e67b922619966dd192cbc8226d6793d9e6
2561,True Crime,a60ab787587558346f2dc3cf72c2ac1cbc7b34cb4ad04b7c358650b1ca39ad56
2563,Dangerous Beauty,92335a726fabbc66793473286d97349564b264dc2ce4a39956f7424e2720b4cb
2565,"King and I, The",aa3dfa37954f9bf0c2e8a14fbd70068bc9a66b538451c538b01d5e6fad243648
2566,Doug's 1st Movie,896789662da626dba7193519654d364d971c153971a39da6dca6cca13ca9c6a7
2567,EDtv,bbc13988b988a9070a75361ffc1b983334f60ffcdd98368cce1dc09c68fec80e
2568,"Mod Squad, The",def9b715e2147a4a95b444e9d6c97319a31ac47608e65cc30e569a9ad339a363
2570,"Walk on the Moon, A",9be664001e9fc62479907ef2ccc933b2cc6638d97e728d94f1c3b6df0c241732
2571,"Matrix, The",f0a6b2aadb6a5d5549d30d8c249c0fda3b41d8ed50ee91a77a86cf056c95a319
2572,10 Things I Hate About You,ebaab59d90466aee9599c632c2672f9b5f020c6cc8339ca6977460b3a9b9c21d
2573,Tango,c972b8c371c349b634c9e399198db36ee1999b64f4c62c99d366748a9b11d127
2574,"Out-of-Towners, The",deeec2aa0752de2c6875b57062e595e06429e37518db4c1c9b16c48bcf14dac7
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",86a995843b76687340cec7c92fd6643eb02111aa4bffd9974c3c6e68e64430f7
2577,Metroland,d4fbee52cb4cc9ae6b86d986d1611951917914391d02953e97f41f7681ce0a6d
2579,Following,9ebe3ca8e1d1c2c6f42525b1b51dc2fac903496fb541e357b11415de8cd26ac3
2580,Go,942584731b5e9b8c688e78b054b9cf7a9e938f41d14474b7236d26ccbd90766b
2581,Never Been Kissed,cddec8903723c2542a4fb36a89b412fdf420e51bb58bc525b33532b685ae7d52
2582,Twin Dragons (Shuang long hui),b34e4cf3cd1973ac8ccd3e4c8ce7631bd076a7a4629d1a114a1bc0c6a5afd8e4
2583,Cookie's Fortune,baa5c5429c3e17c672d66539c1b2dc3e0fc732997a1e4f492c789d86c1b0e42d
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",925f43beef0b816c1e923e18cc246879b8f390e448f92dc16ae66a93a4dd7f06
2586,Goodbye Lover,9c73cce5ad219b186484e49ad3de61ce3d0c3307a66466a9b279c77847a39736
2587,Life,bae6c7136218ba4eed0744f994dc93d2d2e342a9cc8d31f4bd74bc0392ca670b
2589,Friends & Lovers,e9e13c3cff61c1492038c7d5165a3f8795e01c273024c0e3169fcaf09dbf3eb4
2590,Hideous Kinky,b953e21d86ad75d22a94cb591e53ba5649ae8d694d1bb0d64ca5b1e33a09732a
2593,"Monster, The (Mostro, Il)",9baae110a4771ceff3829a11a55d65a65ac86e8c0935f0dba6c39376f213dc46
2594,Open Your Eyes (Abre los ojos),ffffb008a76289fe39029a02c2f9d0ddc6c4c7313b133f57c84da57185892587
2596,SLC Punk!,ba383f1ec7e6c070c21c6c0779c399dc8c784edb9d8c95e3d921f01e62c668dc
2597,Lost & Found,a4c36998cb0b932e9b34c665c49934c9c985e5b39a329659cf2c6e46367369cf
2598,Pushing Tin,a55115ee6a94c8aa3d69b35d649664b0b74a6965e1283a9746f7b06c1d3983dd
2599,Election,ee4e5b6390f9e5b81b04ce13f4db394c95a493b56425ce5aca4eb0606cb5e781
2600,eXistenZ,923cb0e7ede78f187ba0ba4eccde7c903c2138671a7d30df32079a160dc58f81
2605,Entrapment,88d4c09657230d537929d2ad666c76ac7b1d2b643d46bc1b9691f2a9ce7e4d12
2606,Idle Hands,b2e6b9cf4d19f6223a80395c2df72b912ce2bce6d04f532cdf804b7801b38d87
2607,Get Real,e49a55d27666827c2f49b94b1d97b8eb983b2c7cd1e90ad0168ccc2b8667173c
2609,"King of Masks, The (Bian Lian)",ef99bff1dc801c020aa0be00c2678677977787fdf310e3196b50829c33ff838c
2611,"Winslow Boy, The",b047b87d4f904f883e3792ff41c84fc0ae05b2357938f4cae0835a0f98fe39b8
2612,Mildred Pierce,f45a0d11e1e27c1c0ba373c4be3977c39558643b4ede48f29cd65aa21fa233a4
2613,Night of the Comet,e0152bfdc740d0258ca987825afdc1443affed021fc12ab8d03e2fe99d4478bf
2614,Chopping Mall (a.k.a. Killbots),c50dc9d1e15687164ec1de2168e4c93069b566576edb66ca0ba40f9e1f3c9c79
2615,My Science Project,87bf3e3dee1c1e154e40e5c83918de42c642819bd1c6364774e171a3396fc0ef
2616,Dick Tracy,8abbf16dce13ccce30ec93e7e32c949acf34cd339c4bc3c6685a342cad893806
2617,"Mummy, The",91ec441f24d3bf606b2d40c3778a2f8f4a6033f3e8fe9e2987384df6900fa705
2618,"Castle, The",b2351be199c9137ff667b1c9994c304fa64be659704eb443c45c6cd034e586cd
2620,This Is My Father,8555644b7aae8bfb60ccbf37be466310ad73528e61a25ef52e14a106505baf23
2622,William Shakespeare's A Midsummer Night's Dream,c45159ec331e373378c1971b4eea86de333280d119afc9c596c89f754c347876
2623,Trippin',dec8232d29165d2b12f1c6c1cf85fd5e207e21f36b406ec6d08f9139e7162ad3
2624,After Life (Wandafuru raifu),abf4e91f954a9c4a954b53a5e50f6ea0d21d2fe4905a23f5951e945bc50e438b
2628,Star Wars: Episode I - The Phantom Menace,c0fc60783ef98e49da6038d2e1b60ca53b8791b66d9e868d3b06c3eece5a9619
2629,"Love Letter, The",f6c7813c896d1dc56e106638954afb37ccf40e78b389248d466b9c526b16f45d
2630,Besieged (a.k.a. L' Assedio),90d796d692d6f1b2764c630973096649e34d8f69c66cda64db24db6599348b4c
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",9151b15524964c8e71e95be16cba6c9eca173b3d1ef14ca668269a676b517352
2633,"Mummy, The",f205291e492b326df179dc0c1e3e4f0b27e0c9c01cfedc6e39f41b850f0ee627
2634,"Mummy, The",d52a7edbadd1c9a4da52373cd43d9150992285f4eccaca53ea937d2381d4324c
2639,Mommie Dearest,96e942ed6a573d1acd122e87b2cde46535a3d33e433495b84cc96cf338733244
2640,Superman,c13f5cb03ee1c34ff23495ace10ec9d03b8e90477890b34b761d2754e70b7aa5
2641,Superman II,d4238d6b6a0a342c15b9639258c438bd3ef3a6552f75e263f0c66c8f6c8c5dcc
2642,Superman III,d0554f8a17bf78bb69e8816d7c6884f32f9ae21612c695c6f0e7b940331c730d
2643,Superman IV: The Quest for Peace,ceaada04b155057a8b5521f2bc452f87c71436a7e6319c793dc9cc5891eb6f50
2644,Dracula,c7554fb866bae4543ea8184ebe113fb9319ab99198e8266ee264b16638ee98c5
2648,Frankenstein,c5512cd62933b6495ba6d32597dfa436e4495db21b2872a8c7ba9d893847638d
2651,Frankenstein Meets the Wolf Man,baea72a7af159c3cd813cf95367c07c933d905eec4594372e16a708d98136c0e
2652,"Curse of Frankenstein, The",ebae6a3f9d59938ea5449460bc719c7390312954d028ad57c4078f5ed5053bdf
2654,"Wolf Man, The",f457ce809d00b0246bfab57f7aaf2d1e5ec861a7001e73604235d1f997f4c4c9
2655,Howling II: Your Sister Is a Werewolf,cbfbc4f6d00072afbc1e2165a5f5c811ace6cb0ce5b4c3c3f8703dda93011c7a
2656,Tarantula,d9bb114be4486e7792ef771899575bf931023670489938bf73504acc6ea66312
2657,"Rocky Horror Picture Show, The",956a6e956a91996a3da97295c24ea54a9491daa56d1a85da1aed34a56dd26a4f
2659,It Came from Hollywood,baec9146cfa14fa8cc5fb878107933a1c7064f16c5e969f191813a569a1ee4ee
2660,"Thing from Another World, The",aebf7ca4d82a527bca5294568d69cb41b1b624afc61225979d25b079b54e3d21
2661,It Came from Outer Space,8bf69e0396be63f8e401c40fb9a017be4e1ec2f091fb6cc264401b3f0b9e337c
2662,"War of the Worlds, The",afff17fae21a6ecce02071aab3c5b75dcc00d8b09c3d6602cb8ae487ce138d4a
2664,Invasion of the Body Snatchers,c377a6ff05db7b583b9794834aef185e7072d8dc3a1897206b63c4c34f82c114
2665,Earth vs. the Flying Saucers,cabfc2e8e2554d8abfd82537ac443df8ed1572a1b031719ef3389354d30096b1
2668,Swamp Thing,b5a0f34a1bce84856e3459bc338f5e40c9bd27c35e0898bf33e147802c1f7af6
2669,Pork Chop Hill,85de22839fd0dd29a9a09c5436de623b708629ce6068d6a23ff769565db0b7d0
2670,Run Silent Run Deep,cefee644f108199bb995a4668d904c3ae6353e2586c96ad9b47338e7c28cc73c
2671,Notting Hill,d8a72d07ad5ad1f2d2f85a85ad070d15dc384539b4cb72c453c4b33a4b3ab52e
2672,"Thirteenth Floor, The",9d3267146ccc34e7113f5abe6e361daf71c924d3c72481459c52e7300bd978cd
2674,"Loss of Sexual Innocence, The",c952edb455a9d2694ab6291a4adb24a52d5396baa5b33257d2b23bcd624a4d33
2676,Instinct,eaaa421eb57d3de197179536d2409d09a155c2e29d1562cb9c759a5fb1878d70
2677,Buena Vista Social Club,8fbf6afab0c09f07c955e07096281a04cbd5e43a94021befaf54e459d0cf3f64
2681,Free Enterprise,d0ed33ed2f134c9e3862e65647bb93634ece9991632c98d2183b073ee1c46b23
2682,Limbo,c5d2c7d9c74bc9c772e6e8b46839aa241cc01723176b99469376197be9217af0
2683,Austin Powers: The Spy Who Shagged Me,b36aacb5972d16cac4c0cb3dce27cb4d05e16a5ca51a3cc339991cb4bb46932d
2686,"Red Violin, The (Violon rouge, Le)",9651167769a76998698c984f965146b4b52539ce6b7a855238e65e31c6396ba7
2687,Tarzan,e52e173a07bc5a9e2d4d2b1432b0435c6cd98db39a50b1c2b44bc4fe4f6b6bc1
2688,"General's Daughter, The",b2237fb065ce4bcc10f9843a177a89f7cce7ee89720c87467e1139e2d9037498
2690,"Ideal Husband, An",94eb6d256b1c3259c9c8e1e6963b4eb18ca4693c727bf2626ba43c21ec4bf286
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",966294d87577f66749996f236f8648b2247d217228f83909aaa4cc8f6c0f5677
2692,Run Lola Run (Lola rennt),c0e2c4e3f68fe81dd13cc7849302d60c787cd9699b938cf29c24f796996c39cc
2693,Trekkies,c1bc5aed97a3679cd06bcf313c0062d26b1a38403e1a666c78f53d16624f9dd3
2694,Big Daddy,ad555565d4aa6156c8a81a51d34f4cf8f0a52cbe3f40b4e82d125f3f2ae13f2a
2695,"Boys, The",e3998f18bc6381cec1f8e0350387e3c02fcc3f8abc3fbe01e301c31ccf3e096f
2696,"Dinner Game, The (Dîner de cons, Le)",d03b277fa3054ec4a670103bcfcf74331bf8017feeab034611b8ced0302fd917
2697,My Son the Fanatic,99c898ccee67e727e731c5b1f4ced2466a64c109819938919ab39366966fad46
2698,Zone 39,878b17bb6a4a7139e5580d11ad3fb2ccd8a0a5c916feec14136b69c09eb57a4a
2699,Arachnophobia,948b0c456339b70d0db25cb2b71c23bc69f7dcf36b50e2c87a07c5231ee7381c
2700,"South Park: Bigger, Longer and Uncut",d69a41043f2e330943efae849c1968ff34c2f0d30e1fef3461b4d77e1e01c13e
2701,Wild Wild West,e9f9f1d85a069f35b1244acbc4d49cd4c1cb25c88665c64f3e2b9e1b1b09697a
2702,Summer of Sam,fc8cb4903fdb7246a5d01afc6eb35c03740c297349dc7687893d5c893ea5419d
2706,American Pie,ea10bc60b5ee0395cd5bc79bd2954626e07cccface0b4b0d9b61e90e817d9ca2
2707,Arlington Road,c0732f833724737ee4018f9518fa650c58e3f2ce2f31fa5446bb796883df3e00
2708,"Autumn Tale, An (Conte d'automne)",9eadad59f20a1374add26cadf150d3ae265746ea3b7d1106c20546eac4f839e2
2709,Muppets From Space,c982998754c9ab18c03345f3bfb2c0e325d57e34c063b5576e36936878c9ee5c
2710,"Blair Witch Project, The",d9c2dbc0b40f063d2d3f269d2678066633c278d9c360c8a6c79ccd1d3bc7d9ca
2712,Eyes Wide Shut,c5b989b93b47320686943cd46cfae519698ee164666e96d398a7532e96502eee
2713,Lake Placid,f54f53ae5b01ed4fa93410b0f4da9d876af8a54d118e0a83e4d745b60cb2e09f
2716,Ghostbusters (a.k.a. Ghost Busters),9331934a69cd64b464b187c1939ddadc7977352185286b1e789768ed2c79347a
2717,Ghostbusters II,95cb94c97a196b32e1b4caf6c69187a5bd6c93c93cc992d8a349c73369364a46
2718,Drop Dead Gorgeous,a6c5bfc634d0107a6b14c38b3d0606f16973cb2f5a99313e84d17c3ed03f1a79
2719,"Haunting, The",c041d54d7ebe7a323d052fad72e478122e3b30d4f586f329b0730e9ccb49f123
2720,Inspector Gadget,9135ed014e4b93a53b976ece342b1daf7bc6b416e4e1c469fd17e11012c80dab
2722,Deep Blue Sea,85cf912e5a78c8f907e763468a0bbe3c741e1bb09bf14a930927f3e4c2902fad
2723,Mystery Men,ec84c36c9a3a99c31ad9a61e25a749f9fa5ccf0d0b2949f1fc641c8c67ca6272
2724,Runaway Bride,bdefe050d2110befe41458ba93cbfb057ca6ac1e5ad947cf093453e2261c78c1
2725,Twin Falls Idaho,94cfa42d6f4b1e433bb449fc70fe373b49624fc6c4f048e3c858c1cf0e1ea483
2726,"Killing, The",c0341b803f60c0e34d9c4b7e3663b0de36cb263f61bf8db5c82d334a235e637a
2727,Killer's Kiss,c62c84fd717b7b120ed5f4d96943960a61c7c1f6e2b4a19c97806b61f4293c6b
2728,Spartacus,afba28dde048d27acb37cd06ce21d9e381954fd0904f19acba703e5fad143592
2729,Lolita,eaabec05019c819d7c233ee3e795630089ffd4ea26c19fd2c972e27eb0663d01
2730,Barry Lyndon,b4ce30c61b22ed334e99b399132cceb64c5bb3c9170cce1e5adb92cb0f8ccc92
2731,"400 Blows, The (Les quatre cents coups)",95c6db8a38ddb06c42a89ed43fcee5906f123c6f66de67b09b6070098179916b
2732,Jules and Jim (Jules et Jim),caab43a8854736ffe1302f4730fe9705133dbe45906f59198cd33db20d19ccc6
2733,Vibes,efeacb751a27e402a51a1f96b54e71ba969135c8f44d788ed81f6e788160c386
2734,"Mosquito Coast, The",c966ecb266ba1b58facae58f31e71d679632e33e2b0c00ca9113f930666c1e5a
2735,"Golden Child, The",ad95ec8e57e327105a1bd1bd27648b4b789639a18362e6ed269b18727b25274c
2736,Brighton Beach Memoirs,979842ce43772f0778d9c0dc3f23343c90c3eff8152db16466151fbb3c27461c
2737,Assassination,b7ebc9369c1a2ec1cb66b05490b3cbc19f742cff30813b2a12c06cfe0c6ff2a1
2738,Crimes of the Heart,ee07684592fe933e35b184e8c2eacb533f0d3c2c3ce669527913c6ecc6063b13
2739,"Color Purple, The",90b53f4a271ec8f11a5266966f4993b586e4995b652d6d6b90da666d59a46658
2740,"Kindred, The",c719638e38e79c719c1c431c678e99c598617a6364b8959ccb1c6a3a3cd7bcc5
2741,No Mercy,c44396795b88e185e4f40dba0f8bf065397c1fca34c66e3a0fd364e729389f0c
2742,Ménage (Tenue de soirée),fa69a5807a419196b5aa9857d5a83a45f1acd287c98764df694c72586b3c79b8
2743,Native Son,92644492bfed0cefffed80927ed09892225b4a678d4af3008d9a387bc83b3f49
2744,Otello,986725f6679cca0282792dd934867667735939264ce3ccd9b0e6b32e7d94481b
2745,"Mission, The",8fff0fff7a027a00217b4fc0f07882d58795850f9f85b54eb645f424e07ae070
2746,Little Shop of Horrors,c1b01c4d174f1ea668f5f1535e6ccba213b1661f68ebfba861158b9ceaca6242
2747,"Little Shop of Horrors, The",ebd5e02935aeda164afa0bda9f813dadd0802beec07f6f59c781249696c29261
2748,Allan Quatermain and the Lost City of Gold,878c909578632e567b8c7b1332430cf46d4d7bd312a662ad2e4d1d795d9acea4
2749,"Morning After, The",c046ee113df8324dcb338db2b6dec34569229cb36e199b6c62d8658692e749f1
2750,Radio Days,851b85137bc47aec64bee503914392fc1ebc4fa3c9c3381c3c1ca5e3e763162e
2751,From the Hip,b9b61a4d9c0eb13363cd4ff2c6789d8ce4673999639866e61c8d9a4d2e30c13a
2752,Outrageous Fortune,8afba27f9d209729a5c5dcb6fe10724ae1da78e3f461021c881ec8b6b37523c9
2754,Deadtime Stories,8117cc2792f071f82d1fc3a73601ef0a30b206fc2d55d2d546bb85e67ae99b0e
2757,Frances,9e1aca5221c8816851bcab0db6d735b1a778d3d42da5cf6d52d234b5dc71235a
2759,Dick,9e16a6ff05e1fea8daa0e84405f47d18d93ff6973803c02329bc583adc173c96
2761,"Iron Giant, The",a601e613594a314d7334a37a28fa1dde3ded6acd0a315c9359a28b6aa67c34ed
2762,"Sixth Sense, The",d4daf01e0f252fa5a372935adb1a5ea5b4a4846fcb4b6909b4ad383acac66a54
2763,"Thomas Crown Affair, The",a61ca41c1dd239f37b01562b3e3db4f4c1d20fc8ce57d0a7c481f5b871784b47
2764,"Thomas Crown Affair, The",bfbf173ec058e8c5d0015bb8b671a44164fce5a93d8873ea90621e4dca55e715
2765,"Acid House, The",ebff9ceb1ffa2233d18c845cc851e114948261254cac6b4e5b336ce2b64d49b7
2766,"Adventures of Sebastian Cole, The",8858955a3ff760a560a7738a9f49dd0a7b827e618cf7e298114c383de0bc927e
2769,"Yards, The",e1e2f3d365db4f294ca8d71c371a89928f2c748bc946ce742c99b423e4c91b3a
2770,Bowfinger,efabed9c40d4da8a126e0af64a983c4841fe81f97ca9cdac2d9ce463e1379116
2771,Brokedown Palace,f190f231266f254f094f19d38a312e320fb7cb944bdc646fc525cfe1f66a904a
2772,Detroit Rock City,beba41538145370747c3637cf1056cee791c696366e4d03e2ee3a465063cef83
2774,Better Than Chocolate,c103e5153aad16ba3adeca0e2f7969e86e852543990f13bcd1e26715c71acc5b
2775,Head On,cc59a493b3875b6c6ef43b301beca4e6830ac19ae0b357399ce45ee5331ca0d6
2779,Heaven Can Wait,b6341cb399c3c34713cceccda9b2a519a530b136e6c8d34ec709972c9e33cc9b
2782,Pit and the Pendulum,ac5004158d3f0d18838678539e7b8ebf619f9b8311a46564a7d132fdb769257b
2784,"Masque of the Red Death, The",a44656f619b02d601b64625d2d4deb3acad2c7bb17aba4b534ac36a5e524ed46
2786,Haunted Honeymoon,c41469331de6b1c4e737c053a1f029f8b50c1e074ae3c3f82df9169f380f5ae7
2787,Cat's Eye,dc33cbaa58d48d97e7b25a6f2ee426d5952a26a2a65e516989d4b45a66b59a10
2788,Monty Python's And Now for Something Completely Different,9fbf863b844579f1f11064ccf41099049501f6eee044db0dcc94d66d9c9fe5f4
2789,Damien: Omen II,ead46a52915a955e6ec56ea535b595a584a5e5a59529db296b056d6a854be11a
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",d6e72f9f28789038f4856b839d7bcf7c3a7c6186310bcb248c5c4ec664b63123
2791,Airplane!,bffb2fffa5143c13da6aca04e191c2dbd0659c24c119f4b3a646d1c39c918738
